,City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
0,Ilebo,100,CD,1555896130,98,-4.33,20.59,72.73,2.48
1,Rikitea,34,PF,1555896130,81,-23.12,-134.97,79.95,6.93
2,Biltine,1,TD,1555896130,8,14.53,20.93,87.33,17.43
3,Cape Town,20,ZA,1555896065,63,-33.93,18.42,64.0,16.11
4,Tasiilaq,27,GL,1555894200,80,65.61,-37.64,30.2,3.36
5,Charters Towers,20,AU,1555896131,73,-20.07,146.27,75.43,9.73
6,Georgetown,40,GY,1555891200,78,6.8,-58.16,82.4,13.87
7,Nara,75,JP,1555895669,77,34.68,135.8,73.0,3.36
8,Hilo,20,US,1555896086,57,19.71,-155.08,80.6,9.17
9,Westport,100,IE,1555896005,87,53.8,-9.52,54.0,4.0
10,Perth,0,GB,1555896032,66,56.4,-3.43,55.0,3.36
11,Butaritari,100,KI,1555896132,81,3.07,172.79,82.24,24.36
12,Santa Cruz,1,US,1555896128,72,36.97,-122.03,71.6,8.05
13,Fortaleza,20,BR,1555895891,83,-3.73,-38.52,81.0,2.24
14,Mareeba,40,AU,1555894407,66,-16.99,145.42,84.2,19.46
15,Saskylakh,91,RU,1555896135,94,71.97,114.09,4.19,8.93
16,Gamba,95,CN,1555896135,55,28.28,88.52,24.26,3.53
17,Alofi,63,NU,1555891200,69,-19.06,-169.92,80.6,21.92
18,Busselton,3,AU,1555896025,49,-33.64,115.35,59.0,8.23
19,Hermanus,0,ZA,1555895782,89,-34.42,19.24,64.0,4.0
20,Aranos,50,NA,1555896136,43,-24.14,19.11,67.44,5.5
21,Bagdarin,99,RU,1555896136,40,54.44,113.59,31.01,1.95
22,Ushuaia,20,AR,1555891200,65,-54.81,-68.31,46.4,9.17
23,Upernavik,100,GL,1555896136,90,72.79,-56.15,10.76,13.69
24,Dwarka,0,IN,1555895707,53,28.58,77.04,90.0,3.44
25,Quirinopolis,0,BR,1555896026,61,-18.45,-50.45,73.62,1.54
26,Airai,46,TL,1555896137,60,-8.93,125.41,80.4,4.0
27,Faanui,100,PF,1555896137,73,-16.48,-151.75,83.12,3.29
28,Lumsden,20,CA,1555896009,26,50.65,-104.86,55.4,14.99
29,Eucaliptus,76,BO,1555896137,59,-17.6,-67.51,53.38,15.86
30,Punta Arenas,0,CL,1555895587,70,-53.16,-70.91,48.2,4.7
31,Qaanaaq,100,GL,1555896137,85,77.48,-69.36,7.74,2.98
32,Touros,20,BR,1555891200,88,-5.2,-35.46,77.0,4.7
33,Ilulissat,99,GL,1555894200,85,69.22,-51.1,24.8,3.36
34,Puerto Baquerizo Moreno,75,EC,1555891200,94,-0.9,-89.6,77.0,4.7
35,Haines Junction,31,CA,1555896138,51,60.75,-137.51,37.38,14.76
36,Nayoro,70,JP,1555896138,75,44.36,142.46,45.46,8.59
37,Jamestown,6,AU,1555896138,54,-33.21,138.6,60.73,9.78
38,Puerto Ayora,54,EC,1555895728,96,-0.74,-90.35,77.0,1.99
39,Hobart,20,AU,1555895841,44,-42.88,147.33,61.0,12.75
40,Aktyubinskiy,57,RU,1555896139,72,54.81,52.81,37.99,3.62
41,Luderitz,0,NA,1555891200,76,-26.65,15.16,57.2,14.99
42,Vaini,0,IN,1555891200,78,15.34,74.49,71.6,2.24
43,Barrow,0,AR,1555896139,82,-38.31,-60.23,51.22,3.87
44,Hinton,55,CA,1555896140,23,53.4,-117.57,48.83,10.18
45,Ancud,90,CL,1555891200,87,-41.87,-73.83,48.2,4.61
46,Taoudenni,0,ML,1555896140,15,22.68,-3.98,77.72,10.76
47,Bredasdorp,2,ZA,1555895782,87,-34.53,20.04,60.8,6.93
48,Mar del Plata,15,AR,1555896082,41,-46.43,-67.52,58.51,2.64
49,Kavaratti,100,IN,1555896140,66,10.57,72.64,84.33,9.51
50,Hailin,0,CN,1555896140,18,44.57,129.38,48.7,6.33
51,Mugur-Aksy,44,RU,1555896141,88,50.38,90.44,6.46,3.18
52,Kodiak,1,US,1555896123,31,39.95,-94.76,78.8,14.99
53,Rockhampton,75,AU,1555893000,61,-23.38,150.51,80.6,14.99
54,New Norfolk,20,AU,1555895841,44,-42.78,147.06,60.8,12.75
55,Arraial do Cabo,0,BR,1555896141,75,-22.97,-42.02,76.89,7.14
56,Klaksvik,100,FO,1555894200,93,62.23,-6.59,48.2,13.87
57,Krnov,0,PL,1555896054,86,50.09,17.7,48.0,3.36
58,Itoman,40,JP,1555894386,69,26.12,127.67,78.8,9.17
59,Ostrow Mazowiecka,1,PL,1555896097,52,52.8,21.9,43.0,8.88
60,East London,100,ZA,1555896005,93,-33.02,27.91,59.74,7.9
61,Mataura,10,NZ,1555896142,65,-46.19,168.86,57.87,0.81
62,Dikson,93,RU,1555896143,97,73.51,80.55,17.24,5.95
63,Ponta do Sol,53,BR,1555896143,84,-20.63,-46.0,66.0,2.71
64,Bolama,47,GW,1555896143,68,11.58,-15.48,78.67,13.29
65,Shamary,100,RU,1555896143,97,57.34,58.22,35.71,4.09
66,Carnarvon,1,ZA,1555896143,66,-30.97,22.13,53.35,25.37
67,Albany,90,US,1555895943,59,42.65,-73.75,62.6,4.7
68,Thompson,90,CA,1555894800,86,55.74,-97.86,30.2,1.95
69,Coahuayana,0,MX,1555896145,14,18.62,-100.35,99.59,5.23
70,Chokurdakh,100,RU,1555896145,78,70.62,147.9,19.11,17.02
71,Kapaa,40,US,1555895804,61,22.08,-159.32,80.6,11.41
72,Avarua,10,CK,1555893000,57,-21.21,-159.78,78.8,11.41
73,Los Llanos de Aridane,4,ES,1555896032,77,28.66,-17.92,62.6,3.36
74,Axim,100,GH,1555896145,88,4.87,-2.24,81.09,6.42
75,Anaco,93,VE,1555896146,43,9.43,-64.46,88.32,3.85
76,Bethel,75,US,1555890960,63,60.79,-161.76,30.2,24.16
77,Torbay,90,CA,1555895789,93,47.66,-52.73,54.0,28.86
78,Sudislavl,4,RU,1555896147,90,57.88,41.71,40.48,3.11
79,Kahului,20,US,1555895775,54,20.89,-156.47,82.4,16.11
80,Tupik,98,RU,1555896147,74,54.43,119.94,25.34,3.87
81,Dargaville,100,NZ,1555896147,79,-35.94,173.86,63.21,9.31
82,Ahipara,100,NZ,1555895937,92,-35.17,173.16,73.99,3.24
83,Nkan,99,GQ,1555896148,97,2.26,11.22,73.4,3.49
84,Mahebourg,75,MU,1555895943,94,-20.41,57.7,77.0,10.29
85,Savannah Bight,1,HN,1555896148,70,16.45,-85.85,80.19,12.15
86,Arkadelphia,1,US,1555895726,44,34.12,-93.05,77.0,3.36
87,Hohhot,0,CN,1555891200,51,40.81,111.65,59.0,4.47
88,Husavik,80,CA,1555896010,47,50.56,-96.99,57.0,1.72
89,San Jose,19,PH,1555896150,56,15.79,120.99,85.64,6.22
90,Beringovskiy,1,RU,1555896150,77,63.05,179.32,12.13,8.57
91,Bull Savanna,10,JM,1555896150,66,17.89,-77.59,80.73,4.63
92,Tuatapere,0,NZ,1555896150,79,-46.13,167.69,52.75,9.8
93,Port Alfred,100,ZA,1555895875,93,-33.59,26.89,62.01,1.01
94,Tual,39,ID,1555896151,76,-5.67,132.75,84.31,13.71
95,Te Anau,0,NZ,1555896151,53,-45.41,167.72,56.86,2.98
96,Bluff,54,AU,1555896151,59,-23.58,149.07,77.61,17.16
97,Khatanga,99,RU,1555896151,96,71.98,102.47,-4.46,3.47
98,Interlaken,41,CH,1555896130,61,46.69,7.86,53.6,4.7
99,Lethem,43,GY,1555896152,48,3.38,-59.8,88.12,15.99
100,Sola,0,NO,1555896018,57,58.89,5.65,50.0,6.93
101,Boo,98,NG,1555896152,62,7.44,8.9,86.32,11.07
102,Mazatlan,75,MX,1555895917,61,23.22,-106.42,78.8,6.93
103,Opuwo,9,NA,1555896068,52,-18.06,13.84,69.98,2.68
104,Dingle,29,PH,1555895927,60,11.0,122.67,82.33,11.97
105,Chimbote,44,PE,1555896153,93,-9.08,-78.59,68.94,13.09
106,Nikolskoye,0,RU,1555896036,56,59.7,30.79,41.0,2.24
107,Gazojak,18,TM,1555896153,43,41.19,61.4,50.65,8.1
108,La Pila,20,EC,1555891200,78,-1.11,-80.58,80.6,6.93
109,Kijabe,92,KE,1555895729,94,-0.95,36.6,55.99,3.18
110,Nizhniy Kuranakh,32,RU,1555896153,68,58.84,125.49,28.38,6.69
111,Sambava,100,MG,1555896153,89,-14.27,50.17,71.56,3.44
112,Cuamba,78,MZ,1555896154,92,-14.8,36.54,64.09,5.57
113,Alekseyevskaya,23,RU,1555896154,67,45.77,40.15,40.84,10.16
114,Buala,68,SB,1555896154,76,-8.15,159.59,84.04,10.92
115,Toppenish,1,US,1555896145,34,46.38,-120.31,70.0,9.17
116,Gorbehaza,0,HU,1555893900,54,47.83,21.23,53.6,4.7
117,Novyy Urengoy,96,RU,1555896154,93,66.08,76.63,30.07,14.43
118,Severo-Kurilsk,97,RU,1555896155,87,50.68,156.12,35.31,17.72
119,Atuona,63,PF,1555896155,76,-9.8,-139.03,83.57,12.55
120,Lebu,40,ET,1555894800,87,8.96,38.73,59.0,3.36
121,San Cristobal,75,EC,1555895708,93,-0.39,-78.55,57.2,1.12
122,Kloulklubed,75,PW,1555890840,74,7.04,134.26,84.2,9.17
123,Castro,90,CL,1555891200,87,-42.48,-73.76,48.2,1.25
124,Provideniya,40,RU,1555893000,61,64.42,-173.23,12.2,15.66
125,San Patricio,57,PY,1555896156,90,-26.98,-56.83,72.5,6.87
126,Alta Floresta,96,BR,1555896157,97,-9.87,-56.08,73.65,0.89
127,Lorengau,53,PG,1555896157,83,-2.02,147.27,82.2,1.95
128,Batemans Bay,98,AU,1555895896,82,-35.71,150.18,73.0,7.0
129,Myre,73,SE,1555895661,92,62.25,17.37,36.0,3.36
130,Sao Joao da Barra,0,BR,1555896039,92,-21.64,-41.05,72.16,3.09
131,Ngunguru,1,NZ,1555895285,65,-35.62,174.5,72.0,7.0
132,Yellowknife,20,CA,1555895565,55,62.45,-114.38,35.6,4.7
133,Idritsa,0,RU,1555896158,74,56.33,28.9,44.17,4.52
134,Paoua,92,CF,1555896158,52,7.24,16.43,80.69,3.96
135,Haimen,100,CN,1555896011,94,31.87,121.18,66.0,3.0
136,Sinnamary,68,GF,1555896158,77,5.38,-52.96,81.18,15.3
137,Kaeo,2,NZ,1555895937,92,-35.1,173.78,73.99,10.02
138,Port Hardy,90,CA,1555894800,76,50.7,-127.42,50.0,3.36
139,Turukhansk,80,RU,1555896158,93,65.8,87.96,11.37,11.83
140,Lavrentiya,86,RU,1555896158,87,65.58,-170.99,4.32,9.78
141,Columbus,1,US,1555895870,59,32.46,-84.99,73.4,2.68
142,Port Lincoln,97,AU,1555896159,60,-34.72,135.86,60.3,9.57
143,Kaitangata,19,NZ,1555896085,66,-46.28,169.85,57.99,4.0
144,Saint-Pierre,0,FR,1555895510,87,48.95,4.24,48.99,3.36
145,Coquimbo,0,CL,1555891200,87,-29.95,-71.34,55.4,3.36
146,Tanete,70,ID,1555896160,79,-3.94,119.78,82.58,14.58
147,Ribeira Grande,55,PT,1555896160,92,38.52,-28.7,61.47,12.26
148,Thyboron,0,DK,1555896004,78,56.7,8.21,46.0,8.5
149,Millinocket,90,US,1555896003,93,45.66,-68.71,54.0,3.96
150,Vao,2,EE,1555896161,64,59.1,26.19,42.62,5.79
151,Tura,100,IN,1555896161,54,25.52,90.21,76.19,4.65
152,Dovolnoye,0,RU,1555896161,66,54.5,79.67,32.68,1.92
153,Ostersund,83,SE,1555895722,100,63.18,14.64,37.99,3.36
154,Nuuk,100,GL,1555896161,80,64.17,-51.74,30.2,9.17
155,Cherskiy,27,RU,1555896161,79,68.75,161.3,18.09,5.17
156,Linxia,42,CN,1555896162,50,35.6,103.21,52.32,4.68
157,Norman Wells,20,CA,1555894800,37,65.28,-126.83,51.8,9.17
158,Puerto Colombia,40,CO,1555895802,78,10.99,-74.96,80.6,11.41
159,Fort Nelson,40,CA,1555894800,19,58.81,-122.69,55.4,2.24
160,Kirksville,1,US,1555896123,43,40.19,-92.58,75.2,11.41
161,Ouadda,37,CF,1555896162,17,8.07,22.4,76.77,3.8
162,Hay River,20,CA,1555894800,74,60.82,-115.79,35.6,14.99
163,Faya,0,SA,1555891200,93,18.39,42.45,60.8,4.7
164,Guerrero Negro,98,MX,1555896089,84,27.97,-114.04,60.35,16.11
165,Havoysund,75,NO,1555894200,86,71.0,24.66,39.2,38.03
166,Huayang,47,CN,1555896054,96,23.62,115.49,77.0,1.9
167,Pakxan,6,LA,1555896163,84,18.39,103.66,75.97,2.77
168,Pevek,2,RU,1555896163,80,69.7,170.27,4.15,7.02
169,Chapais,1,CA,1555894800,69,49.78,-74.86,33.8,12.75
170,Havre-Saint-Pierre,90,CA,1555894800,93,50.23,-63.6,39.2,2.24
171,Hamilton,75,BM,1555895786,77,32.3,-64.78,69.8,18.34
172,Dunedin,0,NZ,1555896131,78,-45.87,170.5,54.61,5.61
173,Saint-Philippe,1,CA,1555896101,81,45.36,-73.48,55.99,9.17
174,Nador,0,MA,1555894800,67,35.17,-2.93,59.0,3.36
175,Lazaro Cardenas,75,MX,1555896035,9,28.39,-105.62,82.4,5.82
176,Cidreira,100,BR,1555896165,70,-30.17,-50.22,65.75,10.56
177,High Level,90,CA,1555894800,22,58.52,-117.13,57.2,5.82
178,Misratah,87,LY,1555896165,46,32.38,15.09,70.23,26.22
179,Ossora,55,RU,1555896165,69,59.24,163.07,35.15,3.89
180,Gizo,75,IL,1555896126,66,31.8,34.94,55.99,6.93
181,Lagoa,0,PT,1555895970,77,37.14,-8.45,60.01,2.24
182,Caconda,57,AO,1555896166,86,-13.73,15.06,62.1,3.78
183,Iqaluit,20,CA,1555896162,70,63.75,-68.52,-0.01,25.28
184,Paamiut,100,GL,1555896166,82,61.99,-49.67,31.23,12.59
185,Casablanca,40,MA,1555895731,100,33.6,-7.62,64.0,5.82
186,Trairi,89,BR,1555896167,98,-3.28,-39.27,73.72,2.64
187,Santander,40,PH,1555891200,70,9.42,123.33,84.2,9.17
188,Goundam,0,ML,1555896167,14,16.42,-3.66,90.52,9.55
189,Huron,75,US,1555894500,67,44.36,-98.21,60.8,17.22
190,Solnechnyy,0,RU,1555896167,46,50.72,136.64,40.32,10.85
191,Port Elizabeth,1,US,1555896105,82,39.31,-74.98,63.0,3.36
192,Portland,20,US,1555896019,48,45.52,-122.67,63.0,4.7
193,Sandakan,75,MY,1555891200,74,5.84,118.12,84.2,6.93
194,Hithadhoo,100,MV,1555896168,78,-0.6,73.08,83.64,15.77
195,Cocobeach,20,GA,1555894800,88,1.01,9.58,77.0,4.7
196,Vestmanna,100,FO,1555896000,100,62.16,-7.17,46.4,14.99
197,Mnogovershinnyy,94,RU,1555896168,82,53.94,139.92,30.16,6.93
198,Vardo,75,US,1555896162,58,39.62,-77.74,60.01,11.41
199,Nan,0,TH,1555891200,100,18.78,100.78,71.6,3.36
200,Yar-Sale,100,RU,1555896169,90,66.83,70.83,31.08,13.18
201,Esperance,20,TT,1555896007,83,10.24,-61.45,80.01,6.93
202,Dongsheng,56,CN,1555896169,81,29.72,112.52,63.34,5.95
203,Belmonte,3,PT,1555895789,89,40.36,-7.35,48.0,1.01
204,Lerwick,61,GB,1555894200,87,60.15,-1.15,53.6,11.41
205,Kavieng,56,PG,1555896170,69,-2.57,150.8,84.18,2.91
206,San Carlos del Zulia,59,VE,1555896028,69,9.0,-71.91,82.49,5.77
207,Kupang,20,ID,1555893000,66,-10.16,123.6,86.0,13.87
208,Inta,99,RU,1555896170,93,66.04,60.13,35.98,17.98
209,Gaya,20,IN,1555891200,68,24.8,85.01,69.8,2.24
210,Goderich,87,CA,1555896105,77,43.74,-81.71,52.0,3.0
211,Sitka,20,US,1555895730,20,37.17,-99.65,77.0,5.01
212,Radaur,0,IN,1555896171,39,30.03,77.15,77.25,3.94
213,Umred,40,IN,1555893000,60,20.85,79.32,75.2,4.56
214,Oktyabrskoye,0,RU,1555895725,79,56.73,85.44,28.99,4.47
215,Birjand,0,IR,1555891200,44,32.86,59.22,57.2,11.41
216,Half Moon Bay,20,US,1555896158,81,37.46,-122.43,69.01,14.99
217,Longyearbyen,0,NO,1555894200,47,78.22,15.63,14.0,10.29
218,Krotoszyn,0,PL,1555896149,73,51.7,17.44,46.0,3.0
219,Quito,90,EC,1555895708,93,-0.22,-78.51,57.2,2.24
220,Laguna,90,MX,1555893900,50,27.52,-110.01,77.0,4.7
221,Cabo San Lucas,75,MX,1555895859,47,22.89,-109.91,84.0,4.7
222,Sussex,90,CA,1555895897,100,45.72,-65.51,48.2,10.29
223,Anadyr,0,RU,1555895587,77,64.73,177.51,8.01,6.71
224,Hutchinson,1,US,1555896025,53,38.06,-97.93,78.01,19.46
225,Necochea,7,AR,1555894954,72,-38.55,-58.74,55.99,6.2
226,Henties Bay,13,NA,1555894933,93,-22.12,14.28,55.99,1.99
227,Ouango,77,CD,1555896173,53,4.31,22.55,74.91,1.12
228,Timbuktu,0,ML,1555896173,14,16.77,-3.01,87.44,8.41
229,Biryusinsk,34,RU,1555896173,69,55.96,97.82,24.51,11.97
230,Tabou,47,CI,1555896173,91,4.42,-7.36,77.67,2.55
231,Port Macquarie,98,AU,1555896005,77,-31.43,152.91,75.99,3.36
232,Kefamenanu,43,ID,1555896174,64,-9.45,124.48,78.53,4.63
233,Azare,54,NG,1555896174,17,11.67,10.19,83.52,4.54
234,Nanortalik,50,GL,1555896174,93,60.14,-45.24,28.99,4.61
235,Catalao,25,BR,1555896174,83,-18.17,-47.95,70.48,3.4
236,Cheyenne,90,US,1555896105,93,41.14,-104.82,52.0,12.75
237,Cap Malheureux,75,MU,1555895943,94,-19.98,57.61,77.0,10.29
238,Glen Allen,1,US,1555896158,71,37.67,-77.51,61.0,5.97
239,Kotido,90,UG,1555896175,72,3.01,34.12,71.28,2.46
240,Bandarbeyla,69,SO,1555896175,79,9.49,50.81,79.27,6.98
241,Komsomolskiy,100,RU,1555896010,98,67.55,63.78,33.96,17.34
242,Byron Bay,75,AU,1555896043,69,-28.65,153.62,75.99,11.41
243,Itambe,0,BR,1555891200,78,-15.24,-40.62,71.6,8.05
244,Red Bank,1,US,1555896116,67,35.12,-85.29,62.01,3.4
245,Kruisfontein,91,ZA,1555896176,88,-34.0,24.73,58.59,5.17
246,Owen Sound,75,CA,1555895812,71,44.57,-80.95,52.0,3.36
247,Kasongo-Lunda,100,CD,1555896176,95,-6.48,16.82,69.37,4.72
248,Gemena,85,CD,1555895980,87,3.25,19.78,74.73,3.56
249,Buraydah,0,SA,1555891200,48,26.33,43.97,60.8,33.33
250,Broken Hill,90,AU,1555891200,72,-31.97,141.45,59.0,19.46
251,Eirunepe,96,BR,1555896177,79,-6.66,-69.87,78.04,2.57
252,Kalmunai,90,LK,1555896177,92,7.42,81.82,75.97,3.6
253,Tuktoyaktuk,20,CA,1555894800,86,69.44,-133.03,28.4,12.75
254,Saldanha,78,PT,1555896177,64,41.42,-6.55,52.3,4.41
255,Dudinka,75,RU,1555893000,85,69.41,86.18,15.8,22.37
256,Adeje,100,NG,1555896177,81,5.68,5.76,82.22,5.75
257,Burns Lake,100,CA,1555896177,56,54.23,-125.76,46.08,8.88
258,Llorente,34,PH,1555895886,69,11.41,125.55,82.08,8.55
259,Mount Isa,97,AU,1555893000,35,-20.73,139.49,84.2,11.41
260,Sturgis,75,US,1555896148,100,44.41,-103.51,44.01,11.41
261,Bambous Virieux,75,MU,1555895943,94,-20.34,57.76,77.0,10.29
262,Srandakan,100,ID,1555896178,79,-7.94,110.25,81.55,9.64
263,Karratha,20,AU,1555896178,16,-20.74,116.85,73.26,18.97
264,Saint-Francois,0,FR,1555895728,87,46.42,3.91,50.0,1.86
265,Nilagiri,1,IN,1555896179,79,21.46,86.77,77.47,3.27
266,Pacific Grove,1,US,1555896085,58,36.62,-121.92,71.6,10.29
267,Kolosovka,66,RU,1555896179,70,56.47,73.61,33.84,7.29
268,Seymchan,57,RU,1555896179,87,62.93,152.39,30.45,6.2
269,Lagoa Vermelha,100,BR,1555896019,98,-28.21,-51.53,63.3,5.77
270,Erenhot,99,CN,1555896179,25,43.65,111.97,63.64,17.81
271,Sao Felix do Xingu,92,BR,1555896180,96,-6.64,-51.99,73.63,2.42
272,Pokrovsk,94,UA,1555896180,52,48.28,37.18,45.95,5.5
273,Eyl,46,SO,1555896180,76,7.98,49.82,79.84,7.85
274,Hailey,75,US,1555895730,81,43.52,-114.32,50.0,11.41
275,Svetlogorsk,40,RU,1555893000,79,53.14,59.15,24.8,11.18
276,Biak,100,ID,1555896180,94,-0.91,122.88,69.03,2.91
277,Suez,0,EG,1555896181,57,29.97,32.54,55.49,7.0
278,Jiaohe,0,CN,1555896181,16,43.72,127.34,52.48,9.04
279,Port Hedland,31,AU,1555893000,17,-20.31,118.58,77.0,17.22
280,Asadabad,20,IR,1555891200,55,34.78,48.12,39.2,6.93
281,Funadhoo,2,MV,1555896067,70,6.15,73.27,84.78,11.1
