,City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
282,Lebedinyy,2,RU,1555896182,71,58.52,125.52,25.99,10.07
283,Nagorsk,65,RU,1555896182,93,59.32,50.8,37.31,3.78
284,Shahr-e Kord,20,IR,1555891200,56,32.33,50.85,44.6,2.24
285,Kuandian,49,CN,1555896182,38,40.73,124.78,55.44,5.06
286,Kushima,75,JP,1555895585,68,31.5,131.29,73.99,5.82
287,Khanpur,0,PK,1555896183,27,28.65,70.66,88.12,7.45
288,Hondo,1,US,1555896154,60,29.35,-99.14,77.0,13.87
289,Pivka,98,SI,1555896180,87,45.68,14.2,53.01,8.05
290,Souillac,0,FR,1555896069,76,45.6,-0.6,55.4,2.24
291,Isangel,75,VU,1555891200,79,-19.55,169.27,86.0,9.17
292,Roald,100,NO,1555896000,76,62.58,6.12,51.01,8.05
293,Saint George,75,GR,1555895597,81,39.45,22.34,53.01,1.39
294,Trincomalee,61,LK,1555896184,91,8.58,81.23,77.49,1.61
295,Novaya Ladoga,8,RU,1555895845,89,60.11,32.31,30.0,11.83
296,Shelburne,1,CA,1555895883,87,44.08,-80.2,54.0,2.24
297,Dangara,45,NG,1555896185,10,11.43,7.3,83.93,2.37
298,Nova Borova,8,UA,1555896185,79,50.69,28.64,42.89,7.65
299,Cayenne,0,GF,1555893000,83,4.94,-52.33,78.8,3.36
300,Chake Chake,99,TZ,1555896186,76,-5.25,39.77,84.18,13.82
301,Rome,40,IT,1555896124,41,41.89,12.48,63.0,11.41
302,Palmer,90,US,1555896185,75,61.6,-149.11,46.99,18.34
303,Leningradskiy,100,RU,1555896186,89,69.38,178.42,4.01,19.26
304,Yatou,100,CM,1555896186,81,3.63,9.81,83.44,12.71
305,Bad Mergentheim,20,DE,1555896126,40,49.49,9.77,53.01,10.29
306,Najran,0,SA,1555891200,50,17.54,44.22,75.2,6.93
307,Nova Olimpia,98,BR,1555896187,71,-14.8,-57.29,80.78,1.66
308,Mehamn,100,NO,1555896187,85,71.03,27.85,38.41,27.85
309,Vila Velha,20,BR,1555895891,83,-3.71,-38.6,81.0,2.24
310,Martin,1,US,1555896013,43,36.34,-88.85,70.0,3.36
311,Kinsale,90,IE,1555895737,100,51.71,-8.52,48.99,12.75
312,Kieta,48,PG,1555896188,66,-6.22,155.63,85.87,5.41
313,Fomboni,94,KM,1555896188,78,-12.28,43.74,84.58,13.58
314,Sao Filipe,3,CV,1555896188,83,14.9,-24.5,71.29,18.12
315,Mlowo,76,TZ,1555896189,98,-9.01,33.0,59.25,5.35
316,Southampton,0,GB,1555896007,53,50.9,-1.4,53.01,3.36
317,Moussoro,4,TD,1555896189,9,13.64,16.49,90.57,11.01
318,Moron,69,VE,1555896189,88,10.49,-68.2,74.62,2.86
319,Marana,1,US,1555896125,11,32.44,-111.22,86.0,16.11
320,Sargans,0,CH,1555895982,43,47.05,9.44,55.4,10.29
321,Meulaboh,51,ID,1555896189,81,4.14,96.13,82.06,5.5
322,Pochutla,5,MX,1555895777,54,15.74,-96.47,86.0,11.41
323,Makakilo City,75,US,1555896185,51,21.35,-158.09,84.2,9.17
324,Srednekolymsk,26,RU,1555896190,85,67.46,153.71,30.52,14.32
325,Ankpa,97,NG,1555896190,69,7.37,7.63,83.03,10.67
326,Katangli,36,RU,1555896190,65,51.71,143.23,41.95,9.95
327,Shenkursk,80,RU,1555896190,86,62.11,42.91,36.43,7.38
328,Bonfim,0,BR,1555891200,73,-20.33,-44.24,73.4,6.93
329,Pasighat,5,IN,1555896191,75,28.06,95.33,57.61,3.44
330,Plettenberg Bay,35,ZA,1555896191,90,-34.05,23.37,56.44,4.25
331,Umm Lajj,0,SA,1555896192,52,25.02,37.27,73.85,21.56
332,Ramos Arizpe,40,MX,1555896028,33,25.54,-100.95,84.99,11.41
333,Pisco,0,PE,1555895773,30,-13.71,-76.2,71.6,9.17
334,Le Port,93,FR,1555896118,44,42.87,1.37,48.99,2.95
335,Ushtobe,87,KZ,1555896193,52,45.25,77.98,46.26,12.8
336,Cleethorpes,0,GB,1555896183,93,53.56,-0.03,52.0,9.17
337,Flinders,100,AU,1555896173,64,-34.58,150.85,78.01,8.05
338,Chapayevka,75,RU,1555893000,55,53.06,158.83,37.4,4.47
339,San Francisco,20,US,1555896066,67,37.78,-122.42,71.01,25.28
340,Muzhi,99,RU,1555896195,83,65.4,64.7,34.92,11.9
341,Anicuns,0,BR,1555896062,81,-16.46,-49.96,68.45,1.01
342,Luau,94,CD,1555896195,84,-10.7,22.23,68.02,2.57
343,Sokoto,53,NG,1555896196,8,13.06,5.24,91.0,5.79
344,Senneterre,20,CA,1555894800,83,48.39,-77.24,41.0,12.75
345,Chuy,0,UY,1555896196,63,-33.69,-53.46,63.91,13.06
346,Panalingaan,36,PH,1555896196,72,8.78,117.42,84.11,5.97
347,Lompoc,90,US,1555896168,76,34.64,-120.46,70.0,11.41
348,Sao Jose,81,AO,1555896196,94,-12.77,15.77,59.25,1.77
349,Shirokiy,0,RU,1555896197,47,53.87,39.17,46.15,4.09
350,Taicheng,97,CN,1555896010,88,22.25,112.8,81.0,8.99
351,Veraval,0,FR,1555895997,66,49.65,0.71,57.99,6.93
352,Ambilobe,100,MG,1555896197,89,-13.19,49.05,73.99,4.36
353,Lieksa,99,FI,1555896197,71,63.32,30.02,41.36,10.31
354,Methoni,75,GR,1555896031,87,36.82,21.7,55.99,4.7
355,Campo Verde,20,PE,1555891200,74,-8.47,-74.81,84.2,3.36
356,Peniche,0,PT,1555895761,51,39.36,-9.38,63.0,8.05
357,Daru,77,SL,1555896198,96,7.99,-10.85,76.41,2.8
358,Harper,1,US,1555896058,60,30.3,-99.24,77.0,12.75
359,Tuy Hoa,27,VN,1555896198,72,13.08,109.3,81.18,1.77
360,Lata,9,IN,1555896198,65,30.78,78.62,21.94,10.76
361,Victoria,75,BN,1555893000,79,5.28,115.24,86.0,4.7
362,Constitucion,75,MX,1555896017,9,23.99,-104.67,80.6,9.17
363,Manaure,83,CO,1555896032,80,11.78,-72.45,80.96,21.88
364,San Carlos de Bariloche,0,AR,1555891200,61,-41.13,-71.31,46.4,5.82
365,Tonstad,0,NO,1555896018,57,58.66,6.71,48.99,6.93
366,Alyangula,33,AU,1555891200,70,-13.85,136.42,84.2,6.93
367,Vikhorevka,75,RU,1555896188,53,56.12,101.17,26.6,20.13
368,Iskateley,100,RU,1555896200,97,67.68,53.15,34.27,13.49
369,Kindu,100,CD,1555896200,98,-2.95,25.92,71.1,2.95
370,Marsh Harbour,0,BS,1555896200,60,26.54,-77.06,72.1,12.82
371,Port-de-Bouc,0,FR,1555895929,76,43.4,4.98,66.0,8.05
372,Grenville,20,CA,1555896006,81,45.62,-74.6,54.0,6.93
373,Katherine,32,AU,1555893000,54,-14.47,132.26,84.2,5.82
374,Kurilsk,100,RU,1555896201,73,45.23,147.88,36.41,8.25
375,Tiarei,75,PF,1555896183,70,-17.53,-149.33,84.2,3.36
376,Tame,100,CO,1555896201,96,6.46,-71.72,55.24,1.12
377,Hervey Bay,90,AU,1555895708,69,-25.3,152.85,82.0,14.99
378,Boissevain,1,CA,1555895700,46,49.23,-100.06,53.6,8.05
379,Umirim,89,BR,1555895891,91,-3.68,-39.35,78.01,1.01
380,Jumla,43,NP,1555896148,79,29.28,82.18,57.99,4.05
381,Chicama,75,PE,1555891200,88,-7.84,-79.15,71.6,6.93
382,Adana,0,TR,1555894200,57,37.0,35.33,50.0,3.36
383,Takoradi,100,GH,1555896203,91,4.89,-1.75,79.47,3.96
384,Inhambane,0,MZ,1555896203,95,-23.87,35.38,65.97,3.89
385,Port Blair,30,IN,1555895993,71,11.67,92.75,83.95,4.9
386,Gordeyevka,37,RU,1555896203,60,52.96,31.97,47.03,4.36
387,Pundaguitan,70,PH,1555896040,78,6.37,126.17,81.41,7.78
388,Roswell,1,US,1555896019,9,33.39,-104.52,84.2,17.22
389,Belyy Yar,0,RU,1555893000,100,53.6,91.39,28.4,2.24
390,Labuhan,74,ID,1555896204,78,-2.54,115.51,80.06,1.92
391,Pangai,20,TO,1555891200,58,-19.8,-174.35,82.4,18.34
392,Aswan,0,EG,1555891200,29,24.09,32.9,60.8,8.05
393,Tazovskiy,100,RU,1555896204,95,67.47,78.7,29.75,15.01
394,Taga,75,JP,1555896072,82,35.21,136.34,75.0,4.7
395,Praia da Vitoria,75,PT,1555895766,93,38.73,-27.07,61.0,15.55
396,Bridlington,0,GB,1555896183,70,54.08,-0.19,55.0,2.24
397,Alexandria,1,US,1555895891,52,31.31,-92.44,73.4,8.05
398,Christchurch,75,NZ,1555895885,87,-43.53,172.64,59.0,8.05
399,Skjervoy,57,NO,1555896205,86,70.03,20.97,40.06,18.99
400,Northam,2,GB,1555896125,93,51.04,-4.21,55.99,4.7
401,Kosonsoy,75,UZ,1555893000,87,41.25,71.55,55.4,1.45
402,Bubaque,51,GW,1555896206,70,11.28,-15.83,77.4,17.52
403,Sorland,39,NO,1555896206,86,67.67,12.69,41.86,17.96
404,Bezenchuk,43,RU,1555896206,68,52.99,49.43,41.83,5.88
405,Tiksi,65,RU,1555896206,85,71.64,128.87,23.9,7.56
406,Warrington,0,GB,1555895888,81,53.39,-2.59,55.99,4.7
407,Hammerfest,95,NO,1555892400,80,70.66,23.68,39.2,41.38
408,Comodoro Rivadavia,0,AR,1555891200,58,-45.87,-67.48,53.6,6.44
409,San Quintin,0,PH,1555896207,59,17.54,120.52,86.81,1.1
410,Fukue,75,JP,1555896072,82,35.03,136.69,75.0,4.7
411,San-Pedro,100,CI,1555896207,98,4.75,-6.64,75.25,3.06
412,Churachandpur,97,IN,1555896207,68,24.33,93.67,61.34,2.64
413,Yangambi,100,CD,1555896207,83,0.77,24.47,75.52,3.47
414,Arinos,10,BR,1555896207,85,-15.92,-46.11,71.71,1.07
415,Zyryanskoye,0,RU,1555896208,85,56.83,86.62,23.11,4.07
416,Morant Bay,75,JM,1555894800,65,17.88,-76.41,80.6,8.05
417,Taltal,0,CL,1555896208,75,-25.41,-70.49,63.73,4.99
418,Vestmannaeyjar,100,IS,1555896208,75,63.44,-20.27,43.11,8.61
419,Dindori,0,IN,1555896208,26,22.94,81.08,74.44,4.56
420,Nehe,51,CN,1555896208,22,48.48,124.88,48.65,5.57
421,Kiruna,63,SE,1555894200,69,67.86,20.23,35.6,11.41
422,Ocos,20,GT,1555891200,48,14.51,-92.19,87.8,6.93
423,Bathsheba,40,BB,1555891200,69,13.22,-59.52,78.8,12.75
424,Tautira,75,PF,1555896183,70,-17.73,-149.15,84.2,3.36
425,Hasaki,75,JP,1555895826,77,35.73,140.83,72.0,4.7
426,Dombarovskiy,93,RU,1555896210,51,50.76,59.54,42.37,6.33
427,Shenxian,88,CN,1555896210,73,36.24,115.67,63.9,7.74
428,Vila Franca do Campo,75,PT,1555896197,82,37.72,-25.43,60.8,2.24
429,Iquique,0,CL,1555891200,72,-20.22,-70.14,64.4,13.87
430,Fortuna,90,ES,1555896201,82,38.18,-1.13,57.0,13.87
431,Jega,63,NG,1555896210,10,12.22,4.38,92.41,6.29
432,Xiaoyi,100,CN,1555896211,73,37.15,111.77,53.22,3.94
433,Vangaindrano,0,MG,1555896211,93,-23.35,47.6,69.66,3.09
434,Fairbanks,1,US,1555895793,20,64.84,-147.72,55.4,19.46
435,Marrakesh,75,MA,1555891200,82,31.63,-7.99,59.0,4.7
436,Poronaysk,1,RU,1555896211,46,49.22,143.1,47.08,3.22
437,North Bend,1,US,1555896028,76,43.41,-124.22,54.0,16.11
438,Umm Kaddadah,27,SD,1555896212,12,13.6,26.69,72.27,14.99
439,Greenville,1,US,1555896059,93,34.85,-82.4,63.0,2.24
440,Mahon,90,IE,1555895737,100,51.89,-8.4,48.99,12.75
441,Ozernovskiy,81,RU,1555896212,78,51.5,156.52,36.73,16.51
442,Nouadhibou,0,MR,1555894800,72,20.93,-17.03,64.4,14.99
443,Nantucket,75,US,1555896165,100,41.28,-70.1,55.99,5.82
444,Trondheim,75,NO,1555896002,81,63.43,10.4,50.0,8.05
445,Porto Velho,20,BR,1555894800,94,-8.75,-63.87,77.0,1.88
446,Piacabucu,100,BR,1555896213,78,-10.41,-36.43,80.08,6.69
447,Khandyga,100,RU,1555896213,88,62.65,135.58,32.22,4.43
448,Saint-Joseph,0,FR,1555895769,42,43.56,6.97,62.6,2.24
449,Vallenar,0,CL,1555896214,57,-28.58,-70.76,62.74,2.24
450,Port-Gentil,100,GA,1555896214,85,-0.72,8.78,82.69,13.35
451,Alepe,20,CI,1555894800,89,5.5,-3.66,84.2,4.7
452,Machinga,66,MW,1555896214,88,-15.18,35.3,62.44,3.71
453,Hisor,90,TJ,1555894800,87,38.53,68.55,55.4,4.47
454,Payo,91,ID,1555896215,83,-3.75,103.64,71.98,2.68
455,Chiang Mai,20,TH,1555895905,88,18.79,98.99,75.99,3.36
456,Vvedenskoye,0,RU,1555895429,64,55.29,38.01,48.0,2.24
457,Bayji,81,IQ,1555896215,47,34.93,43.49,57.33,10.2
458,Okha,2,RU,1555896215,87,53.59,142.95,33.94,3.09
459,Russell,40,AR,1555894800,52,-33.01,-68.8,64.4,3.36
460,Salalah,20,OM,1555890600,69,17.01,54.1,82.4,5.82
461,The Pas,40,CA,1555894800,66,53.82,-101.24,48.2,7.56
462,Werder,28,DE,1555896125,62,53.49,13.1,46.0,6.38
463,Troitsko-Pechorsk,79,RU,1555896216,95,62.71,56.19,33.57,6.29
464,Puerto Penasco,5,MX,1555895731,53,31.32,-113.53,75.2,13.87
465,Forbes,98,AU,1555896170,47,-33.38,148.01,79.0,1.01
466,Brewster,90,US,1555896064,93,41.76,-70.08,57.0,6.93
467,Ejido,96,VE,1555896217,81,8.55,-71.24,69.91,0.47
468,Lingao,41,CN,1555896217,86,19.91,109.69,79.81,2.91
469,Sawakin,0,SD,1555896217,67,19.1,37.33,64.44,4.74
470,Aljezur,8,PT,1555895970,74,37.31,-8.8,60.01,10.83
471,Bibiani,94,GH,1555896218,98,6.45,-2.31,75.42,2.59
472,Coihaique,0,CL,1555891200,87,-45.58,-72.07,44.6,6.93
473,Zhigansk,93,RU,1555896218,90,66.77,123.37,20.28,8.41
474,Khani,75,GE,1555893000,93,41.96,42.96,41.0,2.24
475,Locri,90,IT,1555896011,55,38.24,16.26,62.01,21.92
476,Abu Samrah,8,SY,1555896218,66,35.3,37.18,46.72,13.49
477,Vrangel,0,RU,1555896219,18,42.73,133.08,55.02,5.39
478,Uray,35,RU,1555896219,95,60.13,64.8,30.67,4.94
479,Hobyo,41,SO,1555896219,75,5.35,48.53,82.8,11.7
480,Chilmari,100,BD,1555896219,60,25.59,89.66,76.69,6.24
481,Kernersville,1,US,1555896094,81,36.12,-80.07,57.0,1.52
482,Shingu,75,JP,1555891200,83,33.72,135.99,69.8,6.93
483,Saint-Augustin,0,FR,1555896069,81,44.83,-0.61,55.0,5.82
484,Arlit,0,NE,1555896220,7,18.74,7.39,86.02,13.02
485,Boende,100,CD,1555896220,97,-0.28,20.88,73.22,5.37
486,Donskoy,0,RU,1555893000,55,47.12,39.32,37.4,4.47
487,Huarmey,22,PE,1555896220,91,-10.07,-78.15,69.71,13.73
488,Baijiantan,99,CN,1555896220,59,45.63,85.18,50.47,7.74
489,Simbahan,82,PH,1555896221,75,6.3,120.58,83.66,9.95
490,College,1,US,1555896047,20,64.86,-147.8,55.4,19.46
491,Sao Miguel do Araguaia,1,BR,1555896221,83,-13.28,-50.16,77.56,1.7
492,Lampertheim,0,DE,1555896175,47,49.59,8.47,57.99,9.17
493,Raychikhinsk,0,RU,1555896221,24,49.8,129.4,44.96,5.84
494,Sangin,0,AF,1555896221,23,32.07,64.85,74.98,9.86
495,Xiongyue,0,CN,1555896222,56,40.18,122.12,45.59,14.2
496,Vredendal,0,ZA,1555896222,62,-31.68,18.49,65.52,11.16
497,Sungaipenuh,100,ID,1555896141,79,-2.08,101.38,76.57,3.2
498,Staryy Nadym,85,RU,1555896222,93,65.61,72.68,24.78,11.59
499,Codrington,98,AU,1555896043,78,-28.95,153.24,73.0,2.24
500,Coffs Harbour,94,AU,1555895896,69,-30.3,153.13,75.2,6.93
501,Muros,0,ES,1555896217,93,42.77,-9.06,59.0,1.12
502,Sehithwa,3,BW,1555896223,57,-20.47,22.7,71.35,6.02
503,Pucallpa,20,PE,1555891200,74,-8.38,-74.54,84.2,3.36
504,Puerto Madero,0,AR,1555896004,72,-34.61,-58.36,60.8,1.95
505,Hailar,100,CN,1555896223,18,49.2,119.7,43.99,15.3
506,Bara,67,NG,1555896223,17,10.41,10.6,85.86,5.01
507,Gimli,72,CA,1555896010,47,50.63,-96.99,57.0,5.68
508,Bedesa,68,ET,1555896224,82,8.9,40.78,66.29,3.8
509,Talnakh,75,RU,1555893000,85,69.49,88.39,15.8,22.37
510,Nalut,98,LY,1555896224,13,31.86,10.98,84.42,27.94
511,Mount Gambier,40,AU,1555891200,76,-37.83,140.78,57.2,2.24
512,Nipawin,1,CA,1555894800,57,53.36,-104.02,48.2,6.93
513,Standerton,57,ZA,1555895783,96,-26.94,29.24,55.0,4.0
514,Alice Springs,0,AU,1555893000,42,-23.7,133.88,64.4,12.75
515,Mecca,0,SA,1555896162,48,21.43,39.83,69.96,8.66
516,Saint Pete Beach,1,US,1555896223,45,27.73,-82.74,68.0,11.03
517,Nanlong,43,CN,1555896225,67,31.35,106.05,67.62,3.29
518,Bintulu,75,MY,1555891200,88,3.17,113.03,82.4,4.7
519,San Pedro,66,AR,1555896014,63,-33.68,-59.66,55.99,1.99
520,Genhe,91,CN,1555896226,21,50.78,121.52,35.24,3.94
521,Teya,5,MX,1555895724,61,21.05,-89.07,78.8,11.41
522,Chirongui,75,YT,1555894800,83,-12.93,45.15,84.2,13.87
523,Paso de Carrasco,0,UY,1555896079,81,-34.86,-56.05,61.0,4.7
524,Bolitoc,21,PH,1555896227,80,15.74,119.88,84.65,11.39
525,Houston,40,US,1555895957,68,29.76,-95.37,73.4,14.99
526,Losone,95,CH,1555896217,81,46.17,8.76,57.99,6.31
527,Knysna,35,ZA,1555894920,93,-34.04,23.05,59.0,4.7
528,Ondangwa,38,NA,1555894800,41,-17.91,15.98,78.8,4.7
529,Ullapool,47,GB,1555896018,70,57.9,-5.16,57.99,1.01
530,Layton,1,US,1555896052,87,41.08,-111.97,55.0,4.7
531,Grand Gaube,75,MU,1555895943,94,-20.01,57.66,77.0,10.29
532,Egvekinot,98,RU,1555896228,82,66.32,-179.17,6.93,10.11
533,Neya,70,RU,1555896228,91,58.29,43.89,41.7,4.03
534,Lexington,1,US,1555895884,66,38.05,-84.5,60.8,3.36
535,Niquelandia,49,BR,1555896229,77,-14.47,-48.46,74.48,3.44
536,Hualmay,4,PE,1555896135,93,-11.1,-77.61,69.35,12.75
537,Mizdah,89,LY,1555896229,11,31.45,12.98,78.8,13.29
538,Auki,45,NG,1555896229,10,12.18,6.51,87.01,3.8
539,Zhezkazgan,50,KZ,1555896230,64,47.8,67.71,35.51,7.63
540,Southbridge,1,US,1555896217,93,42.08,-72.03,59.0,3.36
541,Labytnangi,100,RU,1555896230,96,66.66,66.39,29.01,5.23
542,Healdsburg,1,US,1555895912,38,38.61,-122.87,75.99,6.93
543,Baykit,93,RU,1555896230,88,61.68,96.39,21.2,10.63
544,Marsani,85,RO,1555895783,75,44.01,24.01,50.0,8.05
545,Richards Bay,100,ZA,1555896231,73,-28.77,32.06,73.89,16.73
546,Assiniboia,0,CA,1555896231,25,49.63,-105.99,55.04,12.41
547,Sorrento,0,AU,1555896227,38,-31.82,115.75,66.99,9.17
548,Timra,73,SE,1555895661,92,62.49,17.33,36.0,1.19
549,Clarence Town,100,AU,1555896231,57,-32.59,151.78,79.0,10.29
550,Macomer,0,IT,1555896185,72,40.26,8.77,59.0,12.75
551,Winneba,75,GH,1555894800,89,5.35,-0.62,84.2,8.05
552,Kovacica,0,RS,1555894800,80,45.11,20.62,55.4,1.12
553,Loiza,40,PR,1555896033,88,18.43,-65.88,78.01,4.7
554,Weymouth,100,US,1555896230,93,42.22,-70.94,61.0,12.75
555,Puro,35,PH,1555896233,69,13.13,123.76,81.72,9.71
556,Pandan,33,PH,1555896233,77,11.72,122.09,81.37,19.55
557,Prestea,100,GH,1555896233,96,5.43,-2.14,77.65,2.95
558,Angoche,55,MZ,1555896234,83,-16.23,39.91,74.68,6.04
559,Mul,1,IN,1555896234,47,20.07,79.68,86.11,9.73
560,Narsaq,65,GL,1555894200,64,60.91,-46.05,35.6,3.36
561,Ayan,70,TR,1555896234,96,40.67,33.6,23.88,4.97
562,Gobabis,39,NA,1555891200,82,-22.45,18.97,60.8,1.12
563,Colares,0,PT,1555896124,51,38.8,-9.45,63.0,9.17
564,Agirish,26,RU,1555896234,96,61.92,63.02,30.92,6.4
565,Seoul,1,KR,1555894200,59,37.57,126.98,66.2,1.12
566,Ust-Nera,90,RU,1555896235,81,64.57,143.24,27.81,4.59
567,Wamba,95,CD,1555896235,87,2.14,27.99,71.37,2.64
